doc_id,contents,metadata
fbf0c7a9-e38f-406b-8a85-6c539fb5dd05,"제20조 계약내용의 변경 등 64

제21조 보험나이 등 66

제22조 계약의 소멸 67

제5관 보험료의 납입 67

제23조 제1회 보험료 및 회사의 보장개시 67

제24조 제2회 이후 보험료의 납입 68

제25조 보험료의 자동대출납입 69

제26조 보험료의 납입이 연체되는 경우 납입최고(독촉)와 계약의 해지 70

제27조 보험료의 납입을 연체하여 해지된 계약의 부활(효력회복) 71

제28조 강제집행 등으로 인하여 해지된 계약의 특별부활(효력회복) 71

제6관 계약의 해지 및 해약환급금 등 72

제29조 계약자의 임의해지 및 피보험자의 서면동의 철회권 72

제29조의2 위법계약의 해지 73

제30조 중대사유로 인한 해지 73

제31조 회사의 파산선고와 해지 74

제32조 해약환급금 74

제33조 보험계약대출 76

제34조 배당금의 지급 76

제7관 분쟁의 조정 등 76

제35조 분쟁의 조정 77

제36조 관할법원 77

제37조 소멸시효 77","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702211)}"
7c7c0982-6fed-45cb-b00c-a56eb395a0fa,"제32조 해약환급금 74

제33조 보험계약대출 76

제34조 배당금의 지급 76

제7관 분쟁의 조정 등 76

제35조 분쟁의 조정 77

제36조 관할법원 77

제37조 소멸시효 77

제38조 약관의 해석 77

제39조 설명서 교부 및 보험안내자료 등의 효력 78

제40조 회사의 손해배상책임 78

제41조 개인정보보호 79

제42조 준거법 80

제43조 예금보험에 의한 지급보장 80

부표1 보험금 지급기준표 81

부표2 보험금 등을 지급할 때의 적립이율 계산 82

부표3 재해분류표 83
신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형) 8

부표4 장해분류표 83","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702214)}"
63bf2b3c-fa17-4eb9-a3d8-386ddfaca978,부표4 장해분류표 83,"{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702217)}"
75ed982e-6052-4a11-9abc-ab37a7d0b4e7,"특 약약관_일반사항 85(간편)[10일한도형]첫날부터입원특약(무배당, 갱신형) 103(간편)[10일한도형]첫날부터입원특약(무배당, 해약환급금 미지급형) 121(간편)[180일한도형]첫날부터입원특약(무배당, 갱신형) 137(간편)[180일한도형]첫날부터입원특약(무배당, 해약환급금 미지급형) 155(간편)[3~100%장해형]재해장해특약(무배당, 해약환급금 미지급형) 171(간편)[3~100%장해형]질병장해특약(무배당, 갱신형) 189(간편)[3~100%장해형]질병장해특약(무배당, 해약환급금 미지급형) 207(간편)[30일한도형]간호간병통합서비스사용입원특약(무배당, 갱신형) 225(간편)[30일한도형]첫날부터입원특약(무배당, 갱신형) 243(간편)[30일한도형]첫날부터입원특약(무배당, 해약환급금 미지급형) 261(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 갱신형) 277(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 해약환급금 미지급형) 295(간편)[기본]남녀특정암진단특약(무배당,","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702220)}"
5600e85f-2c4b-4a9c-ba6f-9a8adfec856b,"해약환급금 미지급형) 261(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 갱신형) 277(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 해약환급금 미지급형) 295(간편)[기본]남녀특정암진단특약(무배당, 갱신형) 311(간편)[기본]뇌혈관질환진단특약(무배당, 갱신형) 331(간편)[기본]뇌혈관질환진단특약(무배당, 해약환급금 미지급형) 347(간편)[기본]소액암진단특약(무배당, 갱신형) 363(간편)[기본]소액암진단특약(무배당, 해약환급금 미지급형) 385(간편)[기본]일반암진단특약(무배당, 갱신형) 407","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702223)}"
ccb91821-0e6d-4e16-a280-a0c0350116f8,"특 약약관_일반사항 85

(간편)[10일한도형]첫날부터입원특약(무배당, 갱신형) 103

(간편)[10일한도형]첫날부터입원특약(무배당, 해약환급금 미지급형) 121

(간편)[180일한도형]첫날부터입원특약(무배당, 갱신형) 137

(간편)[180일한도형]첫날부터입원특약(무배당, 해약환급금 미지급형) 155

(간편)[3~100%장해형]재해장해특약(무배당, 해약환급금 미지급형) 171

(간편)[3~100%장해형]질병장해특약(무배당, 갱신형) 189

(간편)[3~100%장해형]질병장해특약(무배당, 해약환급금 미지급형) 207

(간편)[30일한도형]간호간병통합서비스사용입원특약(무배당, 갱신형) 225

(간편)[30일한도형]첫날부터입원특약(무배당, 갱신형) 243

(간편)[30일한도형]첫날부터입원특약(무배당, 해약환급금 미지급형) 261

(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 갱신형) 277

(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 해약환급금 미지급형) 295","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702226)}"
06f38c07-68b0-4b59-849f-2579eeeb747d,"(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 갱신형) 277

(간편)[50%장해납입면제형]보험료납입면제특약(무배당, 해약환급금 미지급형) 295

(간편)[기본]남녀특정암진단특약(무배당, 갱신형) 311

(간편)[기본]뇌혈관질환진단특약(무배당, 갱신형) 331

(간편)[기본]뇌혈관질환진단특약(무배당, 해약환급금 미지급형) 347

(간편)[기본]소액암진단특약(무배당, 갱신형) 363

(간편)[기본]소액암진단특약(무배당, 해약환급금 미지급형) 385

(간편)[기본]일반암진단특약(무배당, 갱신형) 407
221215220000000306

SHINHAN LIFE 9","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702231)}"
8144d1bd-2161-4078-82f2-d4f3dfefea74,"(간편)[기본]허혈심장질환진단특약(무배당, 갱신형) 429(간편)[기본]허혈심장질환진단특약(무배당, 해약환급금 미지급형) 445(간편)[일반암납입면제형]보험료납입면제특약(무배당, 갱신형) 461(간편)[일반암납입면제형]보험료납입면제특약(무배당, 해약환급금 미지급형) 483(간편)1-5종단일금액보장수술특약(무배당, 해약환급금 미지급형) 505(간편)1-5종수술특약(무배당, 갱신형) 519(간편)1-5종수술특약(무배당, 해약환급금 미지급형) 537(간편)3대질병수술보장특약(무배당, 해약환급금 미지급형) 555(간편)간병인사용입원특약(무배당, 갱신형) 587(간편)급성심근경색증진단특약(무배당, 해약환급금 미지급형) 611(간편)급여6대질병진단검사지원특약(무배당, 갱신형) 627(간편)깁스치료특약(무배당, 해약환급금 미지급형) 653(간편)남녀특정암진단특약Plus(무배당, 해약환급금 미지급형) 669(간편)뇌전증진단특약(무배당, 갱신형) 689(간편)뇌졸중진단특약(무배당, 갱신형)","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702234)}"
1e575bf7-a031-49af-ac17-8dbada8df0ac,"갱신형) 627(간편)깁스치료특약(무배당, 해약환급금 미지급형) 653(간편)남녀특정암진단특약Plus(무배당, 해약환급금 미지급형) 669(간편)뇌전증진단특약(무배당, 갱신형) 689(간편)뇌졸중진단특약(무배당, 갱신형) 705(간편)뇌졸중진단특약(무배당, 해약환급금 미지급형) 721(간편)뇌출혈진단특약(무배당, 해약환급금 미지급형) 737(간편)뇌혈관·허혈심장질환상급종합병원통원특약(무배당, 갱신형) 753(간편)뇌혈관질환진단특약Plus50(무배당, 해약환급금 미지급형) 773(간편)대상포진·통풍진단특약(무배당, 갱신형) 789(간편)암수술특약(무배당, 갱신형) 805","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702237)}"
88f9db33-c026-447b-a97f-6f470498db7c,"(간편)[기본]허혈심장질환진단특약(무배당, 갱신형) 429

(간편)[기본]허혈심장질환진단특약(무배당, 해약환급금 미지급형) 445

(간편)[일반암납입면제형]보험료납입면제특약(무배당, 갱신형) 461

(간편)[일반암납입면제형]보험료납입면제특약(무배당, 해약환급금 미지급형) 483

(간편)1-5종단일금액보장수술특약(무배당, 해약환급금 미지급형) 505

(간편)1-5종수술특약(무배당, 갱신형) 519

(간편)1-5종수술특약(무배당, 해약환급금 미지급형) 537

(간편)3대질병수술보장특약(무배당, 해약환급금 미지급형) 555

(간편)간병인사용입원특약(무배당, 갱신형) 587

(간편)급성심근경색증진단특약(무배당, 해약환급금 미지급형) 611

(간편)급여6대질병진단검사지원특약(무배당, 갱신형) 627

(간편)깁스치료특약(무배당, 해약환급금 미지급형) 653

(간편)남녀특정암진단특약Plus(무배당, 해약환급금 미지급형) 669

(간편)뇌전증진단특약(무배당, 갱신형) 689","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702240)}"
fd865e00-aa7c-462d-9dfa-7264c0e91b38,"(간편)깁스치료특약(무배당, 해약환급금 미지급형) 653

(간편)남녀특정암진단특약Plus(무배당, 해약환급금 미지급형) 669

(간편)뇌전증진단특약(무배당, 갱신형) 689

(간편)뇌졸중진단특약(무배당, 갱신형) 705

(간편)뇌졸중진단특약(무배당, 해약환급금 미지급형) 721

(간편)뇌출혈진단특약(무배당, 해약환급금 미지급형) 737

(간편)뇌혈관·허혈심장질환상급종합병원통원특약(무배당, 갱신형) 753

(간편)뇌혈관질환진단특약Plus50(무배당, 해약환급금 미지급형) 773

(간편)대상포진·통풍진단특약(무배당, 갱신형) 789

(간편)암수술특약(무배당, 갱신형) 805
신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형) 10","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702244)}"
313f133c-a149-41e9-9f5b-3e14142aaa57,"(간편)암주요치료특약(무배당, 갱신형) 831(간편)암직접치료상급종합병원통원특약(무배당, 갱신형) 867(간편)암직접치료입원특약(무배당, 갱신형) 897(간편)요양병원암입원특약(무배당, 갱신형) 927(간편)응급실내원(응급환자)특약(무배당, 갱신형) 957(간편)일반암생활비보장특약(무배당, 갱신형) 973(간편)일반암진단특약Plus(무배당, 해약환급금 미지급형) 999(간편)재해골절치료특약(무배당, 해약환급금 미지급형) 1,021(간편)재해사망특약(무배당, 해약환급금 미지급형) 1,037(간편)정기특약(무배당, 해약환급금 미지급형) 1,051(간편)종합병원암주요치료플러스특약(무배당, 갱신형) 1,065(간편)중증질환자[뇌혈관질환]산정특례대상보장특약(무배당, 갱신형) 1,099(간편)중증질환자[심장질환]산정특례대상보장특약(무배당, 갱신형) 1,117(간편)첫날부터상급종합병원입원특약(무배당, 갱신형) 1,137(간편)첫날부터상급종합병원입원특약(무배당, 해약환급금 미지급형)","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702247)}"
ea8799fa-06ac-49f4-802b-7d6a9482f0ab,"갱신형) 1,099(간편)중증질환자[심장질환]산정특례대상보장특약(무배당, 갱신형) 1,117(간편)첫날부터상급종합병원입원특약(무배당, 갱신형) 1,137(간편)첫날부터상급종합병원입원특약(무배당, 해약환급금 미지급형) 1,159(간편)첫날부터중환자실입원특약(무배당, 갱신형) 1,179(간편)첫날부터중환자실입원특약(무배당, 해약환급금 미지급형) 1,199(간편)카티(CAR-T)항암약물허가치료특약(무배당, 갱신형) 1,217(간편)특정순환계질환진단특약(무배당, 해약환급금 미지급형) 1,245(간편)표적항암약물허가치료특약(무배당, 갱신형) 1,263(간편)항암방사선치료특약(무배당, 갱신형) 1,289","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702249)}"
0ecbdb5b-ad64-48ce-9d61-d9df91f94120,"(간편)암주요치료특약(무배당, 갱신형) 831

(간편)암직접치료상급종합병원통원특약(무배당, 갱신형) 867

(간편)암직접치료입원특약(무배당, 갱신형) 897

(간편)요양병원암입원특약(무배당, 갱신형) 927

(간편)응급실내원(응급환자)특약(무배당, 갱신형) 957

(간편)일반암생활비보장특약(무배당, 갱신형) 973

(간편)일반암진단특약Plus(무배당, 해약환급금 미지급형) 999

(간편)재해골절치료특약(무배당, 해약환급금 미지급형) 1,021

(간편)재해사망특약(무배당, 해약환급금 미지급형) 1,037

(간편)정기특약(무배당, 해약환급금 미지급형) 1,051

(간편)종합병원암주요치료플러스특약(무배당, 갱신형) 1,065

(간편)중증질환자[뇌혈관질환]산정특례대상보장특약(무배당, 갱신형) 1,099

(간편)중증질환자[심장질환]산정특례대상보장특약(무배당, 갱신형) 1,117

(간편)첫날부터상급종합병원입원특약(무배당, 갱신형) 1,137","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702252)}"
6d663d28-04e5-4ca1-beec-a67d1b855332,"(간편)중증질환자[뇌혈관질환]산정특례대상보장특약(무배당, 갱신형) 1,099

(간편)중증질환자[심장질환]산정특례대상보장특약(무배당, 갱신형) 1,117

(간편)첫날부터상급종합병원입원특약(무배당, 갱신형) 1,137

(간편)첫날부터상급종합병원입원특약(무배당, 해약환급금 미지급형) 1,159

(간편)첫날부터중환자실입원특약(무배당, 갱신형) 1,179

(간편)첫날부터중환자실입원특약(무배당, 해약환급금 미지급형) 1,199

(간편)카티(CAR-T)항암약물허가치료특약(무배당, 갱신형) 1,217

(간편)특정순환계질환진단특약(무배당, 해약환급금 미지급형) 1,245

(간편)표적항암약물허가치료특약(무배당, 갱신형) 1,263

(간편)항암방사선치료특약(무배당, 갱신형) 1,289
221215220000000307

SHINHAN LIFE 11","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702256)}"
a7356d31-4262-47e0-a53f-cd6904034567,"(간편)항암세기조절방사선치료특약(무배당, 갱신형) 1,315(간편)항암약물치료특약(무배당, 갱신형) 1,337(간편)항암양성자방사선치료특약(무배당, 갱신형) 1,363(간편)허혈심장질환진단특약Plus50(무배당, 해약환급금 미지급형) 1,385(간편)혈전용해치료특약(무배당, 갱신형) 1,401간편진심을품은3대질병보장특약(무배당) 1,419보험금 대리청구 지정서비스특약 1,445사후 사망보험금 신속지급특약 1,451선지급서비스특약 1,459장애인전용보험전환특약 1,471[별첨1] 약관 내용 중 법 관련 인용 조문 1,479[별첨2] 표 1. 재해분류표 1,507[별첨2] 표 3. 장해분류표 1,509[별첨2] 표 4. 질병 및 재해 분류표 1,537[별첨2] 표 5-1. 대상이 되는 악성신생물(암) 분류표(기타피부암, 갑상선암, 대장점막내암 및 비침습방광암 제외) 1,539[별첨2] 표 6-1. 제자리의 신생물 분류표(대장점막내암 및 비침습방광암 제외) 1,541[별첨2] 표 7. 행동양식 불명 또는","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702258)}"
397b7f4e-3f2d-4700-a94e-b914a3ad444a,"되는 악성신생물(암) 분류표(기타피부암, 갑상선암, 대장점막내암 및 비침습방광암 제외) 1,539[별첨2] 표 6-1. 제자리의 신생물 분류표(대장점막내암 및 비침습방광암 제외) 1,541[별첨2] 표 7. 행동양식 불명 또는 미상의 신생물 분류표 1,543[별첨2] 표 8-1. 유방암 분류표 1,545[별첨2] 표 8-2. 전립선암 분류표 1,547[별첨2] 표 8-4. 갑상선암 분류표 1,549[별첨2] 표 11-1. 뇌혈관질환 분류표 1,551","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702261)}"
d2a4d305-6b0c-4ebc-8e84-bbfb15ac0d19,"(간편)항암세기조절방사선치료특약(무배당, 갱신형) 1,315

(간편)항암약물치료특약(무배당, 갱신형) 1,337

(간편)항암양성자방사선치료특약(무배당, 갱신형) 1,363

(간편)허혈심장질환진단특약Plus50(무배당, 해약환급금 미지급형) 1,385

(간편)혈전용해치료특약(무배당, 갱신형) 1,401

간편진심을품은3대질병보장특약(무배당) 1,419

보험금 대리청구 지정서비스특약 1,445

사후 사망보험금 신속지급특약 1,451

선지급서비스특약 1,459

장애인전용보험전환특약 1,471

[별첨1] 약관 내용 중 법 관련 인용 조문 1,479

[별첨2] 표 1. 재해분류표 1,507

[별첨2] 표 3. 장해분류표 1,509

[별첨2] 표 4. 질병 및 재해 분류표 1,537

[별첨2] 표 5-1. 대상이 되는 악성신생물(암) 분류표(기타피부암, 갑상선암, 대장점

막내암 및 비침습방광암 제외) 1,539","{'source': 'processed_txt/판매약관_신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)_240503_수정_P1618.txt', 'last_modified_datetime': datetime.datetime(2024, 9, 6, 17, 9, 29, 702265)}"
